Q000408	A.1 = 1-6	6	6	1 2 3 4 5 6	@gap{1 line fragmentary} …… shining ……. He @noteref{probably @wDN{Lugalbanda}} spoke to her @noteref{probably @wDN{Ninsumun}} tenderly ……: @q[Lugalbanda,Ninsumun]{“He will accomplish precisely the fate determined for him. Your father holy @wDN{An} will make his branches spread as if he were a sappy cedar planted among @fsux{hašur} trees.”}
Q000408	A.7 = 7-10	4	8	7 8 9 10	Then my lady stepped up to the word of @wDN{An}, @wDN{Ninsumun} made a fateful decision with her spouse, holy @wDN{Lugalbanda}; she attended to his supplication. She went straight to holy @wDN{An} in the @wTN{Ubšu-unkena}:
Q000408	A.11 = 11-14	4	12	11 12 13 14	@q[Ninsumun,An]{“My father, @wDN{An}, you are the king among the gods! I have looked through the land in all its extent and among its black-headed people who are as numerous as ewes, and I have elevated @wRN{Šulgi} for me high above their head. May he be their trustworthy shepherd!”}
Q000408	A.15 = 15-21	7	7	15 16 17 18 19 20 21	@q{“He is my @fsux{meš} tree with spreading branches; he sprang up from the soil for me, …… brings abundant yield for me every year. He is my spikenard herb, growing for me with sturdy stems. He makes my …… radiant in the brickwork of @wGN{Sumer}. @gap{1 line unclear} May he stand daily in ……! @gap{1 line fragmentary} ”} @gap{unknown no. of lines missing}
Q000408	B.1 = 1-2	2	4	1 2	…… of @wSN{Urim} ……. …… grant him kingship! @gap{unknown no. of lines missing}
Q000408	C.1 = 1-10	10	10	1 2 3 4 5 6 7 8 9 10	(@wDN{An} is speaking:) @q[An,Ninsumun]{“Its roots sank deep into the earth. I will stand by you in that holy matter. May he who is worthy of being praised with good words, @wRN{Šulgi}, the king of a propitious reign, perform the rites established for the kingship perfectly for you, the goddess, at the great and lofty wall-tower of @wSN{Urim}! May he execute properly for you the statutes of the gods! May he always offer you food at the time of the new moon and at the new year! May you yourself bring me his prayers daily! My tree is indeed abundance, sprouting from the earth like green plants!”}
Q000408	C.11 = 11-16	6	7	11 12 13 14 15 16	Then, rejoicing over the words of @wDN{An}, my lady @wDN{Ninsumun} took @wRN{Šulgi} the king of @wSN{Urim} by his right hand, led him joyfully into her @wTN{Egal-maḫ} and seated him upon the exalted dais erected by @wDN{An}. She treated him tenderly with her holy bosom, saying:
Q000408	C.17 = 17-21	5	7	17 18 19 20 21	@q[Ninsumun,Culgi]{“Shepherd @wRN{Šulgi}, I am your great sword. My holy heart, a rising flood, rejoices over you. My father, @wDN{An} ……, who is your master, praises you who are surpassing in kingship for the …… of your kingship.”}
Q000408	C.22 = 22-27	6	8	22 23 24 25 26 27	@q{“@wRN{Šulgi}, you are a pure calf, born to me. You are a good seed of @wDN{Lugal-banda}. I raised you upon my own holy lap. I have decided your fate with my holy bosom. You are a good fortune which fell to my share. I requested you from holy @wDN{An} in the …….”}
Q000408	C.28 = 28-34	7	7	28 29 30 31 32 33 34	@q{“I, the lady, holy @wDN{Ninsumun}, the royal mother, the good woman with beautiful hair befitting a lady, @wRN{Šulgi}, I am your faithful guardian. May you be dressed in my …… @fsux{ba} garment! Dance …… on my holy knees! May you, the shepherd, born for justice, trust in my holy words!”}
Q000408	C.35 = 35-42	8	10	35 36 37 38 39 40 41 42	@q{“Your holy name is worthy of being praised; may it please the flesh of the great gods like fine oil! @wDN{An} has given you a sceptre for rendering judgments; may your head be raised high! Your father who begot you, holy @wDN{Lugalbanda}, has named you as the 'Valiant one whom @wDN{An} made known among the gods'. He has made you acquire a ……. He has adorned you with a royal crown; may he purify your breath of life with an enduring sceptre!”}
Q000408	C.43 = 43-48	6	8	43 44 45 46 47 48	@q{“May @wDN{Geštin-ana}, the king's sister, the mellifluous mouth of the gods, never stop rejoicing over you joy in your palace, erected for you as a source of happiness! May she always step forward to me with friendy entreaties on your behalf! May she never cease praying for you!”}
Q000408	C.49 = 49-55	7	7	49 50 51 52 53 54 55	@q{“I, the lady …… holy temple of residence ……. My mother, @wDN{Uraš}, the lady of the gods and my father, @wDN{An}, the king of the gods …… the woman, the good cow in the great sheepfold. They give me enduring kingship. They have placed the people in their entirety in my hands.”}
Q000408	C.56 = 56-66	11	6	56 57 58 59 60 61 62 63 64 65 66	@q{“At the place where the fates are decided, the @wDN{Anuna}, the great gods, stood by me. They made @wRN{Šulgi's} shepherdship everlasting for me and made @wRN{Šulgi}, the righteous one of his god, rise over the land like @wDN{Utu} for me. They set up a throne of firm reign for him. The shepherd will decree just judgments and will make just decisions upon it. They granted @wRN{Šulgi} a royal crown. …… great ……. @gap{1 line fragmentary} ”}
