Q000399	1 = 1-8	8	7	1 2 3 4 5 6 7 8	@wDN{Enlil}, foundation platform of heaven and earth, who holds the crook that makes the Land firm, whose beard flows over the mountains, who reveres his own divine powers -- @wDN{Enlil}, the everlasting shepherd of the Land, has addressed me, @wRN{Šulgi}, king of @wSN{Urim}, favourably, looking at me with wide-open eyes. In the overflowing of his heart, the lord bestowed the sceptre on me.
Q000399	9 = 9-13	5	10	9 10 11 12 13	Everywhere the word of @wDN{Enlil} has brought benefits to me, who was specially crowned in brick-built @wSN{Eridug}; to me, who was invested with the lapis-lazuli diadem in @wSN{Unug}; to me, the beloved shepherd of @wDN{Nanna}, fit for the throne. When I bring firewood, he looks at me and speaks gladly to me.
Q000399	14 = 14-22	9	9	14 15 16 17 18 19 20 21 22	I, @wRN{Šulgi}, the king whose name is very suitable for songs, intend to be praised in my prayers and hymns. At the command of my sister @wDN{Ŋeštin-ana}, my scholars and composers of …… have composed @fsux{adab}, @fsux{tigi} and @fsux{malgatum} hymns about my being the @wDN{Nintur} of all that is, about how wise I am in attending upon the gods, about how the god of intercession has given me favourable signs that years of abundance will elapse for me in due course.
Q000399	23 = 23-30	8	10	23 24 25 26 27 28 29 30	They have composed @fsux{šir-gida} songs, royal praise poetry, @fsux{šumunša}, @fsux{kunŋar} and @fsux{balbale} compositions about how I carried warfare across the sea to the south, how I jerked up the hostile land of @wGN{Elam} as if it were grass by a gateway, how in the uplands I …… the people like grain, how I trekked the length of the mountains in battle, how I travel about indefatigably in the mountain uplands like an old donkey on the road, and about my expeditions …….
Q000399	31 = 31-38	8	11	31 32 33 34 35 36 37 38	They composed for me @fsux{gigid} and @fsux{zamzam} songs about my manual skill, ever reliable for the finest task of the scribal art; about my ability to unravel the calculating and reckoning of the waxing of the new moon; about my causing joy and happiness; about how I know exactly at what point to raise and lower the @fsux{tigi} and @fsux{zamzam} instruments, and how I have complete control of the plectra of the great stringed instruments; how I cannot be stopped by anything insurmountable, about my being a runner tireless when emerging from the race.
Q000399	39 = 39-46	8	11	39 40 41 42 43 44 45 46	In the name of @wDN{An}, the pre-eminent king; and of @wDN{Enlil}, who never changes his utterances; and in the name of @wDN{Suen}, the brickwork of cities cursed by whom shall rise no more, and the people cursed by whom will get leprosy; and in the name of @wDN{Utu}, the constable of the gods: I swear no one has ever put anything mendacious about me in my hymns; no one has embellished my prayers with achievements that I have not matched; I, @wRN{Šulgi}, have never allowed exaggerated praise of power to be put in a song.
Q000399	47 = 47-52	6	8	47 48 49 50 51 52	How I glisten like fine silver, how I am musical and eloquent in wisdom; how I, the shepherd, do everything to absolute perfection: may all this be commended in my kingship. Of all the lines that there are in my songs, none of them is false -- they are indeed true!
Q000399	53 = 53-62	10	10	53 54 55 56 57 58 59 60 61 62	In the cult-places, let no one neglect the songs about me, whether they are @fsux{adab}, whether they are @fsux{tigi} or @fsux{malgatum}, @fsux{šir-gida} or praise of kingship, whether they are @fsux{šumunša}, @fsux{kunŋar} or @fsux{balbale}, whether they are @fsux{gi-gid} or @fsux{zamzam} -- so that they shall never pass out of memory and never lapse from people's mouths. Let them never cease to be sung in the shining @wTN{E-kur}! Let them be played for @wDN{Enlil} in his Shrine of the New Moon! When at the @fsux{ešeš} festival they serve the clear beer endlessly like water, may they be offered repeatedly before @wDN{Enlil} as he sits with @wDN{Ninlil}.
Q000399	63 = 63-73	11	7	63 64 65 66 67 68 69 70 71 72 73	In future days, a man like myself whom @wDN{Enlil} shall call to the shepherdship of the Land …… my songs; let him see ……. Let him call upon my name in the beloved ……. …… that man, whenever my hymns @gap{1 line missing} …… my singer ……. May he establish my name in the beloved …… temple. Whether he is a man …… @wDN{Enki} and @wDN{Enlil} ……, may …… come forth from the house which …… justice and a favourable destiny.
Q000399	74 = 74-91	18	8	74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91	But if …… removes my name from my hymns, and …… his name, and does not call upon my name in brick-built @wTN{E-kur}, and if that man commits enmity and violence against the temple, then whether that man is a king or a governor, @wDN{Enlil} shall curse him ……. May enmity and violence come forth against him from the house of @wDN{Enlil}. Let him be given enmity as his companion. May an @fsux{asag} demon, as causer of the plague, deprive his city of contentment. Because of famine in years of hunger, may he find no favour in the eyes of the Land. May @wDN{Ezina} produce no grain in sheaves. May fair @wDN{Nanibgal}, @wDN{Nisaba}, make no clay covering for his grain piles. …… the troops ……. His chief merchant …… silver ……. May the hunger and the thirst of the gods …… the city during his reign …… grain.
Q000399	92 = 92-110	19	6	92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110	…… riches, or bronze and silver vessels. May the creatures of his Land reach out for what is left over and not distributed. Famine ……. May he have to pay two shekels in his city for one @fsux{sila} of barley. May the people wield the hoe ……. Let that man be unable to touch the drinks and foods of his palace. May …… the great sin ……. @wDN{Nanna}, the king of @wSN{Urim}, shall clamp those who look upon the @fsux{balaŋ} and the @fsux{sim}, and who touch or look at …… bread. Their lives …… death ……. @gap{5 lines unclear or missing} …… gold ……. May a scoundrel be judge over the population of the city, and be his superior.
Q000399	111 = 111-151	41	1	111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151	The man who …… my hymns @gap{2 lines unclear} May he …… outside the city. May he no longer …… within the walls of the city. May the criminal offspring of his kingship not ……. May he not stand where the king stands, the shining place. May he …… from the @wTN{Ubšu-unkena}. …… his heart's desire and ambitions. @gap{2 lines unclear} When he brings offerings to the @wTN{E-kur}, may @wDN{Enlil} ……. His special presents and benefits …… @gap{28 lines missing or unclear}
Q000399	152 = 152-154	3	3	152 153 154	I, @wRN{Šulgi} the noble, who have no opponent …… @gap{2 lines unclear}
Q000399	155 = 155-173	19	3	155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173	I am @wRN{Šulgi}, the great musician, superintendent of the art of music. If …… favourable ……. My songs, lapsing from people's mouths and passing out of memory, neglected in all the cult-places ……. …… his king ……, in the music-rooms of the gods …… @gap{10 lines unclear} King of the singer's art, @wDN{Suen} ……, protective goddess of the singer's art, @wDN{Ŋeštinana} …… @gap{3 lines unclear or missing}
Q000399	174 = 174-190	17	6	174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190	On the day when the destiny of the lands was determined, the king who in his arrogance ……, in luxuriance @wDN{Enlil} and @wDN{Ninlil} ……, …… for the life of @wGN{Sumer} and @wGN{Akkad}, …… justice for the Land, canals which he did not maintain ……, a city which he did not enlarge ……. The Great Mountain …… at their side …… great places. He did not …… the god of the palace. He …… to @wDN{Enlil}, and did not offer great gifts in the @wTN{E-kur}, and did not …… the door-sockets of the gods. …… songs. What he achieves with his praise, what he creatively decoratives with his words, the singer …… in his songs.
Q000399	191 = 191-201	11	8	191 192 193 194 195 196 197 198 199 200 201	I, @wRN{Šulgi} the king ……, who cares for holy @wDN{An}, …… food offerings, who constantly attends upon @wDN{Enlil} ……, @wDN{Nanna}, …… the office of @fsux{en}; @wDN{Ninurta}, the @fsux{ensi} appointed by @wDN{Enlil}, has given me a club and a battle-mace from the @wTN{E-šu-me-ša}. Not since the seed of mankind was germinated, has @wDN{Enlil} ever before been able to give the sceptre of kingship to a king who could control the troops single-handed. As a lone donkey stallion, one who resists the weapons -- no king of the Land has ever turned against the weapons.
Q000399	202 = 202-212	11	8	202 203 204 205 206 207 208 209 210 211 212	I did not lie in ambush, like a fierce cheetah, against the rebel and hostile lands, the aggressive foreign lands, in order to establish my renown as far as the horizon with the power of my master @wDN{Enlil}, and to transmit my lasting fame of victories to the distant future. I did not come out of a hole like a scorpion. Instead I left my main forces at my side, and went ahead of my scouts. As I repelled the tribal @wEN{Gutians}, the bandits of the hills, like a …… snake I made my fearsomeness reach afar.
Q000399	213 = 213-219	7	10	213 214 215 216 217 218 219	No one can get near my inspired troops. Running quite alone into the foreign lands unknown to him, like a lion that has seized a wild cow in its claws, I tear its flesh apart. Like a solitary dragon I spread fear, as I proceed unflaggingly against the civilised towns and make them quiver like flames at my frightful roaring. Spine-chilling yells and raging flames are cast at the hills.
