Q000751	A.1 = 1-9	9	9	1 2 3 4 5 6 7 8 9	The princely lord, the princely lord came forth from the house. @wDN{Enlil}, the princely lord, came forth from the house. The princely lord came forth royally from the house. @wDN{Enlil} lifted his glance over all the lands, and the lands raised themselves to @wDN{Enlil}. The four corners of heaven became green for @wDN{Enlil} like a garden. @wSN{Keš} was positioned there for him with head uplifted, and as @wSN{Keš} lifted its head among all the lands, @wDN{Enlil} spoke in praise of @wSN{Keš}.
Q000751	A.10 = 10-20	11	9	10 11 12 13 14 15 16 17 18 19 20	@wDN{Nisaba} was its decision-maker; with its words she wove it intricately like a net. Written on tablets it was held in her hands: House, platform of the Land, important fierce bull! House @wSN{Keš}, platform of the Land, important fierce bull! Growing as high as the hills, embracing the heavens, growing as high as @wTN{E-kur}, lifting its head among the mountains! @varh[t4802.v1]{Rooted in the @fsux{abzu} } @vart[t4802.v2,t4802.v1]{@varn{2 mss. have instead:} Colourful as the @fsux{abzu} }, verdant like the mountains! Will anyone else bring forth something as great as @wSN{Keš}? Will any other mother ever give birth to someone as great as its hero @wDN{Ašgi}? Who has ever seen anyone as great as its lady @wDN{Nintur}?
Q000751	A.21 = 21	1	3	21	The first house.
Q000751	B.22 = 22-30	9	8	22 23 24 25 26 27 28 29 30	Good house, built in a good location, house @wSN{Keš}, @vart[t4802.v3,t4802.v3]{@varn{some mss. add here:} good house, } built in a good location, floating in the heavens like a princely barge, like a holy barge furnished with a …… gate, like the boat of heaven, the platform of all the lands! …… from the riverbank like a …… boat cabin! House roaring like an ox, bellowing loudly like a breed-bull! House in whose interior is the power of the Land, and behind which is the life of @wGN{Sumer}!
Q000751	B.31 = 31-43	13	8	31 32 33 34 35 36 37 38 39 40 41 42 43	House, great enclosure, reaching to the heavens, great, true house, reaching to the heavens! House, great crown reaching to the heavens, house, rainbow reaching to the heavens! House whose diadem extends into the midst of the heavens, whose foundations are fixed in the @fsux{abzu}, whose shade covers all lands! House founded by @wDN{An}, praised by @wDN{Enlil}, given an oracle by Mother @wDN{Nintur}! House @wSN{Keš}, green in its fruit! Will anyone else bring forth something as great as @wSN{Keš}? Will any other mother ever give birth to someone as great as its hero @wDN{Ašgi}? Who has ever seen anyone as great as its lady @wDN{Nintur}?
Q000751	B.44 = 44	1	3	44	The second house.
Q000751	C.45 = 45-57	13	13	45 46 47 48 49 50 51 52 53 54 55 56 57	House, 10 @fsux{šar} at its upper end, five @fsux{šar} at its lower end; house, 10 @fsux{bur} at its upper end, five @fsux{bur} at its lower end! House, at its upper end a bison, at its lower end a stag; house, at its upper end a wild sheep, at its lower end a deer; house, at its upper end a dappled wild sheep, at its lower end a beautiful deer! House, at its upper end green as a snake-eater bird, at its lower end floating on the water like a pelican! House, at its upper end rising like the sun, at its lower end spreading like the moonlight; house, at its upper end a warrior mace, at its lower end a battle-axe; house, at its upper end a mountain, at its lower end a spring! House, at its upper end threefold indeed! Will anyone else bring forth something as great as @wSN{Keš}? Will any other mother ever give birth to someone as great as its hero @wDN{Ašgi}? Who has ever seen anyone as great as its lady @wDN{Nintur}?
Q000751	C.58 = 58	1	3	58	The third house.
Q000751	D.58A = 58A-58Q	17	4	58A 58B 58C 58D 58E 58F 58G 58H 58I 58J 58K 58L 58M 58N 58O 58P 58Q	@vart[t4802.v4,t4802.v4]{@varn{1 ms. adds here the following lines:} House …… inspiring great awe, called with a mighty name by @wDN{An}; house …… whose fate is grandly determined by the Great Mountain @wDN{Enlil}! House of the @wDN{Anuna} gods possessing great power, which gives wisdom to the people; house, reposeful dwelling of the great gods! House, which was planned together with the plans of heaven and earth, …… with the pure divine powers; house which underpins the Land and supports the shrines! House, mountain of abundance which passes the days in glory; house of @wDN{Ninḫursaŋa} which establishes the life of the Land! House, great hillside worthy of the purification rites, altering all things; house without whom no decisions are made! House, good …… carrying in its hands the broad Land; house which gives birth to countless peoples, seed which has sprouts! House which gives birth to kings, which determines the destinies of the Land; house whose royal personages are to be revered! Will anyone else bring forth something as great as @wSN{Keš}? Will any other mother ever give birth to someone as great as its hero @wDN{Ašgi}? Who has ever seen anyone as great as its lady @wDN{Nintur}? }
Q000751	D.58R = 58R	1	3	58R	The …… house.
