Q000794	A.1 = 1-9	9	9	1 2 3 4 5 6 7 8 9	What do they say in the reedbeds whose growth is good? In the wide reedbeds of @wSN{Tutub}, whose growth is good? In the marshes of @wSN{Kiritaba}, whose growth is good? In the @fsux{adara} thickets of @wSN{Akšak}, whose growth is good? In @wDN{Enki's} interconnecting lagoons, whose growth is good? In the smaller lagoon, @wDN{Enki's} lagoon, whose growth is good? In @wDN{Enki's} @fsux{barbar} reeds, whose growth is good? In the little @fsux{zi} reeds of @wSN{Urim}, whose growth is good? In @wSN{Urim}, where cows and calves abound, whose growth is good?
Q000794	A.10 = 10-21	12	13	10 11 12 13 14 15 16 17 18 19 20 21	At that time, the water was drained away from the reeds ……, and they were visible at the sheepfold. The @fsux{aštaltal} plant, spreading its seeds from the reedbeds, and the little @fsux{kumul} plants came out of the earth: they are good as little ones. The small @fsux{enbar} reed tighten her headdress: it is good as a young maiden. The @fsux{ubzal} reed goes about the city: it is good as a young man. The @fsux{pela} reed is covered from bottom to top: it is a good daughter-in-law. The @fsux{pela} reed turns from bottom to top: it is a good young son. The @fsux{gašam} reed digs in the ground: it is good as an old man. The @fsux{zi} reed …… on its own: it is good as an old woman. The reedbed lifts its head beautifully: it is a good @wRN{Gudea}. The @fsux{ildag} tree lifts its head in the irrigation ditch: it is good as a king. …… with bright branches: it is a good prince.
Q000794	A.22 = 22-25	4	12	22 23 24 25	On that day, beside the reedbeds, someone sitting on the bank prays: @q[turtle,]{“Let me snatch away the heron's eggs, let me take them away ……, so that the gift-bringing bird will not be able to make a gift, so that the gift-bringing heron will not be able make a gift!”}
Q000794	A.26 = 26-31	6	8	26 27 28 29 30 31	It catches fish; it collects eggs and crushes them. It crushes the @fsux{suḫur} carp in the honey plants. It crushes the @fsux{eštub} carp in the little @fsux{zi} reeds. It crushes toads in the @fsux{ligiligi} grass. It crushes fish spawn, its offspring, its family. It strikes heron's eggs and smashes them in the sea.
Q000794	A.32 = 32-47	16	7	32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47	The gift-giving bird made a plea; the heron entered the house of King @wDN{Enki} and spoke to him: @q[heron,Enki]{“Give me …… a wide-open place to lay my eggs in.”} He gave her ……, and did …… for her. …… is indeed …… @gap{1 line fragmentary} She laid eggs in the ……. She laid eggs in the wide reedbeds of @wSN{Tutub}. She laid eggs in the marshes of @wSN{Kiritaba}. She laid eggs in the @fsux{adara} thickets of @wSN{Akšak}. She laid eggs in @wDN{Enki's} interconnecting lagoons. She laid eggs in the smaller lagoon, the lagoon of @wSN{Eridug}. She laid eggs in @wDN{Enki's} @fsux{barbar} reeds. She laid eggs in the little @fsux{zi} reeds of @wSN{Urim}. She laid eggs in @wSN{Urim}, where cows and calves abound.
Q000794	A.48 = 48-59	12	12	48 49 50 51 52 53 54 55 56 57 58 59	Then the quarrelsome turtle, he of the troublesome way, said: @q[turtle,]{“I am going to pick a quarrel with the heron, the heron! I, the turtle, am going to pick a quarrel with the heron! I, whose eyes are snake's eyes, am going to pick a quarrel! I, whose mouth is a snake's mouth, am going to pick a quarrel! I, whose tongue is a snake's tongue, am going to pick a quarrel! I, whose bite is a puppy's bite, am going to pick a quarrel! With my slender hands and slender feet, I am going to pick a quarrel! I, the turtle -- an oven brick -- am going to pick a quarrel! I, who live in the vegetable gardens, am going to pick a quarrel! I, who like a digging tool spend my time in the mud, am going to pick a quarrel! I, an unwashed refuse-basket, am going to pick a quarrel!”}
Q000794	A.60 = 60-66	7	7	60 61 62 63 64 65 66	The turtle, the trapper of birds, the setter of nets, overthrew the heron's construction of reeds for her, turned her nest upside down, and tipped her children into the water. The turtle scratched the dark-eyed bird's forehead with its claws, so that her breast was covered in blood from it. @vart[t592.v1,t592.v1]{@varn{1 ms. adds 1 line:} …… in the dust. }
Q000794	A.67 = 67-71	5	8	67 68 69 70 71	The heron cried out, shedding tears: @q[heron,]{“If I, a bird, …… my empty nest and …… @vart[t592.v2,t592.v2]{@varn{1 ms. adds:} I, a heron, ……; I shall take my case up to my king, …… }. Let my king judge my case, and give me verdict! Let @wDN{Enki} judge my case, and give me verdict! May the lord of @wSN{Eridug} …… my claim.”}
Q000794	A.72 = 72-78	7	10	72 73 74 75 76 77 78	@q[turtle,]{“A second time, may the gift-bringing bird not be able to make a gift, may the gift-bringing heron not be able to make a gift!”} It @noteref{the turtle} catches fish; it collects eggs and crushes them. It crushes the @fsux{suḫur} carp in the @varh[t592.v3]{honey plants } @vart[t592.v4,t592.v3]{@varn{1 ms. has instead:} reedbeds }. It crushes the @fsux{eštub} carp in the little @fsux{zi} reeds. It crushes toads in the @fsux{ligiligi} grass. It crushes fish spawn, its offspring, its family.
Q000794	A.79 = 79-89	11	9	79 80 81 82 83 84 85 86 87 88 89	@varh[t592.v5]{It dug in the ground, …… its head upwards ……. } @vart[t592.v6,t592.v5]{@varn{1 ms. has instead:} The heron ……, ……. } She @noteref{the heron} @vart[t592.v7,t592.v7]{@varn{1 ms. adds:} entered the house and } cried out to King @wDN{Enki}: @q[heron,Enki]{“My king, you gave me the wide reedbeds, and I laid eggs there. I laid eggs in the wide reedbeds of @wSN{Tutub}. I laid eggs in the marshes of @wSN{Kiritaba}. I laid eggs in the @fsux{adara} thickets of @wSN{Akšak}. I laid eggs in @wDN{Enki's} interconnecting lagoons. I laid eggs in the smaller lagoon, the lagoon of @wSN{Eridug}. I laid eggs in @wDN{Enki's}@fsux{barbar} reeds. I laid eggs in the little @fsux{zi} reeds of @wSN{Urim}. I laid eggs in @wSN{Urim}, where cows and calves abound.”}
