Q000335	1 = 1-8	8	8	1 2 3 4 5 6 7 8	In those remote days, when the fates were determined; in a year when @wDN{An} brought about abundance, and people broke through the earth like green plants -- then the lord of the @fsux{abzu}, King @wDN{Enki}, @wDN{Enki}, the lord who determines the fates, built up his temple entirely from silver and lapis lazuli. Its silver and lapis lazuli were the shining daylight. Into the shrine of the @fsux{abzu} he brought joy.
Q000335	9 = 9-17	9	8	9 10 11 12 13 14 15 16 17	An artfully made bright crenellation rising out from the @fsux{abzu} was erected for Lord @wDN{Nudimmud}. He built the temple from precious metal, decorated it with lapis lazuli, and covered it abundantly with gold. In @wSN{Eridug}, he built the house on the bank. Its brickwork makes utterances and gives advice. Its eaves roar like a bull; the temple of @wDN{Enki} bellows. During the night the temple praises its lord and offers its best for him.
Q000335	18 = 18-25	8	8	18 19 20 21 22 23 24 25	Before Lord @wDN{Enki}, @wDN{Isimud} the minister praises the temple; he goes to the temple and speaks to it. He goes to the brick building and addresses it: @q[Isimud,E-engura]{“Temple, built from precious metal and lapis lazuli; whose foundation pegs are driven into the @fsux{abzu}; which has been cared for by the prince in the @fsux{abzu}! Like the @wWN{Tigris} and the @wWN{Euphrates}, it is mighty and awe-inspiring. Joy has been brought into @wDN{Enki's}@fsux{abzu}.”}
Q000335	26 = 26-32	7	9	26 27 28 29 30 31 32	@q{“Your lock has no rival. Your bolt is a fearsome lion. Your roof beams are the bull of heaven, an artfully made bright headgear. Your reed-mats are like lapis lazuli, decorating the roof-beams. Your vault is a @varh[t114.v1]{bull } @vart[t114.v2,t114.v1]{@varn{some mss. have instead:} wild bull } raising its horns. Your door is a lion who @varh[t114.v3]{seizes a man } @vart[t114.v4,t114.v3]{@varn{1 ms. has instead:} is awe-inspiring }. Your stairway is a lion coming down on a man.”}
Q000335	33 = 33-43	11	8	33 34 35 36 37 38 39 40 41 42 43	@q{“@fsux{Abzu}, pure place which fulfils its purpose! @wTN{E-engura}! Your lord has directed his steps towards you. @wDN{Enki}, lord of the @fsux{abzu}, has embellished your foundation pegs with cornelian. He has adorned you with …… and lapis lazuli. The temple of @wDN{Enki} is provisioned with holy wax; it is a bull obedient to its master, roaring by itself and giving advice at the same time. @wTN{E-engura}, which @wDN{Enki} has surrounded with a holy reed fence! In your midst a lofty throne is erected, your door-jamb is the holy locking bar of heaven.”}
Q000335	44 = 44-48	5	7	44 45 46 47 48	@q{“@fsux{Abzu}, pure place, place where the fates are determined -- the lord of wisdom, Lord @wDN{Enki}, @vart[t114.v5,t114.v5]{@varn{1 ms. adds 1 line:} the lord who determines the fates, }@wDN{Nudimmud}, the lord of @wSN{Eridug}, lets nobody look into its midst. Your @fsux{abgal} priests let their hair down their backs.”}
Q000335	49 = 49-61	13	7	49 50 51 52 53 54 55 56 57 58 59 60 61	@q{“@wDN{Enki's} beloved @wSN{Eridug}, @wTN{E-engura} whose inside is full of abundance! @fsux{Abzu}, life of the Land, beloved of @wDN{Enki}! Temple built on the edge, befitting the artful divine powers! @wSN{Eridug}, your shadow extends over the midst of the sea! Rising sea without a rival; mighty awe-inspiring river which terrifies the Land! @wTN{E-engura}, high citadel standing firm on the earth! Temple at the edge of the @fsux{engur}, a lion in the midst of the @fsux{abzu}; lofty temple of @wDN{Enki}, which bestows wisdom on the Land; your cry, like that of a mighty rising river, reaches King @wDN{Enki}.”}
Q000335	62 = 62-67	6	9	62 63 64 65 66 67	@q{“He made @varh[t114.v6]{the lyre, the @fsux{alŋar} instrument, the @fsux{balaŋ} drum with the drumsticks } @vart[t114.v7,t114.v6]{@varn{some mss. have instead:} the lyre, the @fsux{alŋar} instrument, the @fsux{balaŋ} drum of your @fsux{sur} priests }@vart[t114.v8,t114.v6]{@varn{1 ms. has instead:} your lyre and @fsux{alŋar} instrument, the @fsux{balaŋ} drum with the drumsticks }@vart[t114.v9,t114.v6]{@varn{1 ms. has instead:} the lyre, the @fsux{alŋar} instrument, the @fsux{balaŋ} drum and even the plectrum }, the @fsux{ḫarḫar}, the @fsux{sabitum}, and the …… @fsux{miritum} instruments offer their best for his holy temple. The …… resounded by themselves with a sweet sound. The holy @fsux{alŋar} instrument of @wDN{Enki} played for him on his own and seven @varh[t114.v10]{singers sang } @vart[t114.v11,t114.v10]{@varn{some mss. have instead:} @fsux{tigi} drums resounded. }”}
Q000335	68 = 68-70	3	8	68 69 70	@q{“What @wDN{Enki} says is irrefutable; …… is well established.”} This is what Isimud spoke to the brick building; he praised the @wTN{E-engura} @varh[t114.v12]{with sweet songs } @vart[t114.v13,t114.v12]{@varn{1 ms. has instead:} duly. }
Q000335	71 = 71-82	12	7	71 72 73 74 75 76 77 78 79 80 81 82	As it has been built, as it has been built; as @wDN{Enki} has raised @wSN{Eridug} up, it is an artfully built mountain which floats on the water. His shrine spreads out into the reedbeds; birds brood @vart[t114.v14,t114.v14]{@varn{1 ms. adds:} at night } in its green orchards laden with fruit. The @fsux{suḫur} carp play among the honey-herbs, and the @fsux{eštub} carp dart among the small @fsux{gizi} reeds. When @wDN{Enki} rises, the fish rise before him like waves. He has the @fsux{abzu} stand as a marvel, as he brings joy into the @fsux{engur}.
