Q000401	A.1 = 1-8	8	14	A.1 A.2 A.3 A.4 A.5 A.6 A.7 A.8	@wDN{Enlil}, the eminent one, the sovereign lord, whose utterance is trustworthy; @wDN{Nunamnir}, the eternal shepherd of the Land, who hails from the great mountain; the great counsellor, the first and foremost in heaven and on earth, who is in control of all the divine powers; lord, who is imbued with great fearsomeness in accordance with his nobility, a perfected heavenly star, who takes good care of the primeval and choice divine powers, who alone is the lofty god; lord, life-giving light, who leads the people all over the world along one track; huge net spread over heaven and earth, rope stretched over all the lands! Who ever instructed @wDN{Enlil}, who ever rivalled him?
Q000401	A.9 = 9-14	6	14	A.9 A.10 A.11 A.12 A.13 A.14	He thought up something of great importance and he made public what his heart, a mighty river, carried: the hidden secrets of his holy thought. The matter is a holy and pure one, it concerns the divine powers of the @wTN{E-kur}, the fated good brick embedded in the bottom of the @fsux{abzu}, it is something most important: a trustworthy man will rebuild the @wTN{E-kur}, thereby acquiring a lasting name. The son of this trustworthy man will long hold the sceptre, and their throne will never be overthrown.
Q000401	A.15 = 15-20	6	12	A.15 A.16 A.17 A.18 A.19 A.20	To that end, @wDN{Ašimbabbar} appeared shining in the @wTN{E-kur}, pleaded to his father @wDN{Enlil} and made him bring a childbearing mother; in the @wTN{E-duga}, @wDN{Nanna}, the princely son, asked for the thing to happen. The @fsux{en} priestess gave birth to the trustworthy man from his semen placed in the womb. @wDN{Enlil}, the powerful shepherd, caused a young man to emerge: a royal child, one who is perfectly fitted for the throne-dais, @wRN{Šulgi} the king.
Q000401	A.21 = 21-27	7	13	A.21 A.22 A.23 A.24 A.25 A.26 A.27	@wDN{Enlil} gave him a good name: 'A lion's seed, who provides the @wTN{E-kur} generously, the beloved one of @wDN{Ninlil}; the one granted authority in the @wTN{E-kur}; the king of @wSN{Urim}, the one with shining heart, the shepherd, the protective genius of the Land'. @wDN{Enlil} chose @wRN{Šulgi} in his pure heart and entrusted the Land to him. As the shepherd of all the countries, @wDN{Enlil} leant the crook and the staff against his arm, and placed the immutable sceptre of @wDN{Nanna} in his hand; he made him raise his head high, sitting on an unshakeable royal seat.
Q000401	A.28 = 28-30	3	13	A.28 A.29 A.30	The day was for prayers, the night was for supplications; the Land rested in peace. The shepherd of prosperity, @wRN{Šulgi}, he with a lasting name, the king of jubilation, the mighty one, the semen engendered by the faithful man, praised @wDN{Enlil}.
Q000401	A.31 = 31	1	4	A.31	This is the @fsux{sa-gida}.
Q000401	B.32 = 32-33	2	11	B.32 B.33	@wRN{Šulgi}, the mighty king, ……, who exults in his triumph, the …… king vanquished the rebellious land with the @fsux{agakar} weapon of @wDN{Inana}.
Q000401	B.34 = 34	1	7	B.34	It is the @fsux{ŋišgiŋal} of the @fsux{sa-gida}.
Q000401	C.35 = 35-43	9	8	C.35 C.36 C.37 C.38 C.39 C.40 C.41 C.42 C.43	May @wDN{Enlil} the trustworthy, whose words are lofty -- good fate determined by him takes precedence -- who makes sturdy flax and barley grow -- may he prolong the life of @wRN{Šulgi}, the provider of the @wTN{E-kur} -- hence its flax is indeed fine flax, its barley is indeed fine barley -- the property of @wDN{Nanna}, the houseborn-slave of the @wTN{E-kur}, him whom @wDN{Ninlil} named at his birth @wRN{Šulgi}, the shepherd of the Land, the man whom @wDN{Enlil} knows, the steward of the temple.
Q000401	C.44 = 44-48	5	11	C.44 C.45 C.46 C.47 C.48	So that its voluminous offering meals would bring joy to the @wTN{E-kur}, @wDN{Enlil} called upon @wSN{Urim}, the good city founded by the princely one, the inside of which is a holy treasure chest which, like the @fsux{abzu}, no eye can see -- the city of good purification rites and pure hand-washing rites; and what he says is trustworthy.
Q000401	C.49 = 49-53	5	10	C.49 C.50 C.51 C.52 C.53	For his setting up the abundant sacrificial tin cups, for his having served evening meals in the dining-hall of the @wTN{E-kur}, @wDN{Enlil} determined a princely fate for the shepherd, him who is worthy of the kingship and the lofty throne-dais, @wRN{Šulgi}, who is adorned with the @fsux{ba} garment of the @fsux{en} priests.
Q000401	C.54 = 54-59	6	8	C.54 C.55 C.56 C.57 C.58 C.59	The one beautiful like heaven, ……, @wDN{Nanna}, the king, the ……, gave him good …… in the @wTN{Ki-ur}, the great place. At the command of @wDN{Enlil}, he ……, he roars for him against the foreign land that no one dare oppose. He stabilizes the countryside, and the people lie at his feet.
Q000401	C.60 = 60-62	3	8	C.60 C.61 C.62	@wRN{Šulgi}, the shepherd is the honey man beloved by @wSN{Nibru}; may the true shepherd, @wDN{Šulgi}, refresh himself in the pleasant shade of @wDN{Enlil's} brickwork!
Q000401	C.63 = 63	1	4	C.63	It is the @fsux{sa-ŋara}.
Q000401	D.64 = 64	1	13	D.64	O @wRN{Šulgi}, @wDN{Enlil} has brought forth happy days for you in your reign!
Q000401	D.65 = 65	1	7	D.65	It is the @fsux{ŋišgiŋal} of the @fsux{sa-ŋara}.
Q000401	E.66 = 66-68	3	8	E.66 E.67 E.68	Heaven's king, earth's great mountain, Father @wDN{Enlil}, heaven's king, earth's great mountain, thought up something great: he chose @wDN{Šulgi} in his heart for a good reign!
Q000401	E.69 = 69	1	4	E.69	It is its @fsux{uru}.
Q000401	E.70 = 70	1	4	E.70	An @fsux{adab} of @wDN{Enlil}. @notep{lines 69 and 70 are written as one line in source}
